date,London,Durham,Halton,Hamilton,Ottawa,Waterloo,Windsor
2020-08-30,728.0,1892.0,881.0,970.0,2946.0,1455.0,2507.0
2020-08-30,728.0,1892.0,881.0,970.0,2946.0,1455.0,2507.0
2020-08-28,726.0,1882.0,878.0,964.0,2910.0,1447.0,2482.0
2020-08-27,726.0,1878.0,875.0,962.0,2893.0,1444.0,2478.0
2020-08-26,723.0,1868.0,869.0,965.0,2871.0,1442.0,2466.0
2020-08-25,722.0,1867.0,868.0,966.0,2855.0,1440.0,2464.0
2020-08-24,721.0,1867.0,868.0,966.0,2855.0,1440.0,2464.0
2020-08-23,721.0,1867.0,868.0,963.0,2844.0,1439.0,2463.0
2020-08-22,720.0,1866.0,865.0,961.0,2830.0,1438.0,2459.0
2020-08-21,718.0,1863.0,865.0,961.0,2815.0,1432.0,2452.0
2020-08-20,718.0,1857.0,862.0,956.0,2801.0,1431.0,2446.0
2020-08-19,718.0,1853.0,861.0,951.0,2776.0,1431.0,2444.0
2020-08-18,716.0,1849.0,859.0,946.0,2753.0,1425.0,2442.0
2020-08-17,710.0,1849.0,856.0,944.0,2737.0,1423.0,2440.0
2020-08-16,708.0,1848.0,855.0,941.0,2729.0,1420.0,2415.0
2020-08-15,706.0,1844.0,854.0,938.0,2703.0,1418.0,2409.0
2020-08-14,706.0,1842.0,852.0,931.0,2701.0,1415.0,2407.0
2020-08-13,694.0,1842.0,851.0,926.0,2695.0,1412.0,2405.0
2020-08-12,692.0,1841.0,851.0,919.0,2684.0,1409.0,2401.0
2020-08-11,690.0,1837.0,847.0,915.0,2672.0,1408.0,2393.0
2020-08-10,686.0,1833.0,847.0,909.0,2664.0,1404.0,2384.0
2020-08-09,683.0,1832.0,842.0,909.0,2654.0,1402.0,2370.0
2020-08-08,682.0,1830.0,842.0,906.0,2635.0,1399.0,2359.0
2020-08-07,681.0,1828.0,837.0,905.0,2621.0,1395.0,2355.0
2020-08-06,681.0,1827.0,837.0,902.0,2615.0,1395.0,2348.0
2020-08-05,680.0,1826.0,831.0,899.0,2601.0,1391.0,2347.0
2020-08-04,679.0,1821.0,830.0,896.0,2589.0,1391.0,2342.0
2020-08-03,678.0,1819.0,829.0,894.0,2569.0,1391.0,2341.0
2020-08-02,678.0,1818.0,828.0,892.0,2559.0,1389.0,2332.0
2020-08-01,675.0,1817.0,827.0,892.0,2556.0,1389.0,2325.0
