date,London,Durham,Halton,Hamilton,Ottawa,Waterloo,Windsor
2020-07-22,651.0,1792.0,818.0,875.0,2336.0,1367.0,2062.0
2020-07-21,648.0,1789.0,816.0,874.0,2323.0,1366.0,2035.0
2020-07-20,647.0,1787.0,814.0,874.0,2300.0,1364.0,2008.0
2020-07-19,645.0,1785.0,812.0,874.0,2254.0,1358.0,1974.0
2020-07-18,645.0,1782.0,811.0,870.0,2225.0,1355.0,1956.0
2020-07-17,643.0,1779.0,808.0,868.0,2209.0,1353.0,1919.0
2020-07-16,640.0,1778.0,806.0,866.0,2191.0,1349.0,1872.0
2020-07-15,639.0,1774.0,804.0,862.0,2184.0,1347.0,1849.0
2020-07-14,639.0,1765.0,802.0,861.0,2169.0,1345.0,1832.0
2020-07-13,639.0,1760.0,797.0,859.0,2165.0,1344.0,1821.0
2020-07-12,639.0,1754.0,793.0,859.0,2160.0,1341.0,1808.0
2020-07-11,638.0,1751.0,792.0,857.0,2151.0,1339.0,1793.0
2020-07-10,633.0,1747.0,790.0,852.0,2144.0,1334.0,1787.0
2020-07-09,632.0,1742.0,787.0,851.0,2132.0,1331.0,1775.0
2020-07-08,631.0,1731.0,784.0,848.0,2127.0,1329.0,1766.0
2020-07-07,630.0,1725.0,783.0,846.0,2122.0,1327.0,1720.0
2020-07-06,628.0,1723.0,779.0,846.0,2116.0,1323.0,1673.0
2020-07-05,628.0,1718.0,772.0,844.0,2116.0,1321.0,1667.0
2020-07-04,628.0,1716.0,764.0,844.0,2111.0,1319.0,1660.0
2020-07-03,628.0,1710.0,761.0,840.0,2107.0,1315.0,1651.0
2020-07-02,628.0,1707.0,758.0,835.0,2103.0,1310.0,1617.0
2020-07-01,626.0,1703.0,755.0,833.0,2099.0,1308.0,1609.0
2020-06-30,625.0,1700.0,751.0,832.0,2095.0,1307.0,1606.0
2020-06-29,625.0,1698.0,750.0,831.0,2085.0,1298.0,1597.0
2020-06-28,624.0,1697.0,749.0,829.0,2084.0,1292.0,1575.0
2020-06-27,621.0,1687.0,745.0,822.0,2082.0,1282.0,1487.0
2020-06-26,616.0,1686.0,739.0,817.0,2079.0,1282.0,1390.0
2020-06-25,612.0,1683.0,734.0,816.0,2073.0,1279.0,1372.0
2020-06-24,611.0,1679.0,731.0,811.0,2067.0,1276.0,1366.0
2020-06-23,610.0,1677.0,729.0,802.0,2064.0,1266.0,1362.0
2020-06-22,609.0,1672.0,727.0,797.0,2060.0,1260.0,1356.0
2020-06-21,606.0,1670.0,718.0,793.0,2054.0,1252.0,1323.0
2020-06-20,605.0,1667.0,714.0,791.0,2053.0,1245.0,1292.0
2020-06-19,602.0,1665.0,710.0,787.0,2052.0,1238.0,1285.0
2020-06-18,602.0,1659.0,710.0,778.0,2047.0,1227.0,1258.0
2020-06-17,599.0,1652.0,706.0,777.0,2045.0,1224.0,1239.0
2020-06-16,594.0,1647.0,703.0,773.0,2036.0,1220.0,1233.0
2020-06-15,589.0,1645.0,701.0,762.0,2033.0,1218.0,1219.0
2020-06-14,584.0,1642.0,699.0,759.0,2031.0,1209.0,1193.0
2020-06-13,578.0,1637.0,697.0,757.0,2030.0,1203.0,1186.0
2020-06-12,575.0,1627.0,695.0,752.0,2024.0,1201.0,1174.0
2020-06-11,571.0,1623.0,682.0,749.0,2014.0,1188.0,1128.0
2020-06-10,567.0,1617.0,679.0,745.0,2009.0,1185.0,1114.0
2020-06-09,566.0,1609.0,672.0,740.0,2002.0,1181.0,1099.0
2020-06-08,558.0,1600.0,668.0,734.0,1999.0,1177.0,1061.0
2020-06-07,557.0,1584.0,663.0,733.0,1999.0,1175.0,1019.0
2020-06-06,552.0,1575.0,661.0,727.0,1995.0,1167.0,1009.0
2020-06-05,552.0,1563.0,658.0,724.0,1993.0,1165.0,1004.0
2020-06-04,548.0,1559.0,655.0,712.0,1978.0,1156.0,994.0
2020-06-03,547.0,1520.0,652.0,706.0,1970.0,1143.0,991.0
2020-06-02,545.0,1503.0,646.0,694.0,1962.0,1140.0,978.0
2020-06-01,540.0,1493.0,639.0,686.0,1954.0,1132.0,973.0
2020-05-31,538.0,1479.0,632.0,674.0,1949.0,1114.0,966.0
2020-05-30,535.0,1466.0,631.0,673.0,1939.0,1109.0,964.0
2020-05-29,530.0,1453.0,629.0,670.0,1924.0,1105.0,953.0
2020-05-28,519.0,1440.0,625.0,659.0,1917.0,1100.0,947.0
2020-05-27,511.0,1427.0,620.0,654.0,1913.0,1100.0,923.0
2020-05-26,508.0,1407.0,615.0,651.0,1905.0,1098.0,916.0
2020-05-25,504.0,1401.0,614.0,638.0,1889.0,1092.0,912.0
2020-05-24,500.0,1382.0,611.0,633.0,1883.0,1085.0,908.0
2020-05-23,499.0,1359.0,605.0,628.0,1875.0,1082.0,872.0
2020-05-22,494.0,1342.0,604.0,614.0,1869.0,1079.0,862.0
2020-05-21,490.0,1326.0,600.0,598.0,1862.0,1071.0,840.0
2020-05-20,490.0,1320.0,593.0,594.0,1851.0,1066.0,824.0
2020-05-19,484.0,1298.0,588.0,593.0,1835.0,1056.0,803.0
2020-05-18,481.0,1286.0,586.0,589.0,1812.0,1049.0,792.0
2020-05-17,472.0,1272.0,582.0,583.0,1786.0,1043.0,781.0
2020-05-16,470.0,1247.0,557.0,575.0,1772.0,1025.0,771.0
2020-05-15,466.0,1228.0,552.0,572.0,1753.0,1007.0,764.0
2020-05-14,464.0,1211.0,544.0,512.0,1736.0,994.0,759.0
2020-05-13,461.0,1201.0,526.0,496.0,1711.0,986.0,748.0
2020-05-12,459.0,1194.0,521.0,484.0,1690.0,977.0,742.0
2020-05-11,456.0,1175.0,515.0,477.0,1677.0,964.0,729.0
2020-05-10,454.0,1166.0,512.0,471.0,1663.0,953.0,723.0
2020-05-09,441.0,1161.0,511.0,467.0,1638.0,948.0,702.0
2020-05-08,436.0,1149.0,507.0,463.0,1626.0,927.0,690.0
2020-05-07,436.0,1135.0,503.0,457.0,1609.0,907.0,682.0
2020-05-06,434.0,1129.0,501.0,455.0,1577.0,892.0,671.0
2020-05-05,429.0,1107.0,495.0,449.0,1554.0,877.0,663.0
2020-05-04,422.0,1080.0,477.0,445.0,1525.0,864.0,654.0
2020-05-03,421.0,1071.0,474.0,444.0,1511.0,818.0,638.0
2020-05-02,414.0,1043.0,472.0,438.0,1488.0,799.0,620.0
2020-05-01,411.0,1022.0,465.0,433.0,1466.0,782.0,611.0
2020-04-30,407.0,993.0,457.0,428.0,1424.0,772.0,602.0
2020-04-29,400.0,966.0,452.0,421.0,1394.0,748.0,592.0
2020-04-28,391.0,928.0,438.0,415.0,1365.0,735.0,583.0
2020-04-27,382.0,915.0,431.0,406.0,1300.0,708.0,578.0
2020-04-26,372.0,897.0,426.0,402.0,1213.0,685.0,566.0
2020-04-25,370.0,878.0,421.0,386.0,1125.0,677.0,554.0
2020-04-24,362.0,845.0,416.0,380.0,1072.0,637.0,547.0
2020-04-23,355.0,826.0,411.0,359.0,1034.0,613.0,538.0
2020-04-22,345.0,796.0,405.0,353.0,984.0,587.0,523.0
2020-04-21,341.0,769.0,387.0,344.0,949.0,560.0,516.0
2020-04-20,332.0,737.0,382.0,340.0,898.0,528.0,505.0
2020-04-19,321.0,693.0,378.0,327.0,882.0,502.0,482.0
2020-04-18,304.0,651.0,374.0,317.0,844.0,487.0,462.0
2020-04-17,287.0,597.0,365.0,312.0,813.0,476.0,454.0
2020-04-16,280.0,544.0,356.0,306.0,741.0,405.0,440.0
2020-04-15,256.0,518.0,349.0,297.0,720.0,384.0,432.0
2020-04-14,248.0,471.0,342.0,267.0,660.0,379.0,378.0
2020-04-13,245.0,452.0,335.0,254.0,628.0,362.0,336.0
2020-04-12,232.0,422.0,326.0,241.0,612.0,321.0,315.0
2020-04-11,212.0,369.0,282.0,236.0,577.0,271.0,312.0
2020-04-10,194.0,348.0,269.0,217.0,546.0,258.0,296.0
2020-04-09,180.0,334.0,260.0,213.0,509.0,244.0,287.0
2020-04-08,167.0,311.0,249.0,199.0,484.0,233.0,257.0
2020-04-07,159.0,293.0,226.0,189.0,458.0,214.0,244.0
2020-04-06,150.0,283.0,219.0,181.0,433.0,202.0,224.0
2020-04-05,135.0,260.0,198.0,168.0,393.0,184.0,191.0
2020-04-04,133.0,249.0,182.0,159.0,353.0,172.0,176.0
2020-04-03,113.0,240.0,171.0,146.0,335.0,155.0,159.0
2020-04-02,91.0,211.0,146.0,135.0,309.0,143.0,137.0
2020-04-01,78.0,190.0,124.0,124.0,277.0,131.0,118.0
2020-03-31,66.0,163.0,96.0,112.0,241.0,117.0,93.0
2020-03-30,53.0,146.0,80.0,95.0,190.0,105.0,69.0
2020-03-29,39.0,118.0,66.0,87.0,142.0,96.0,54.0
2020-03-28,34.0,107.0,56.0,71.0,133.0,88.0,51.0
2020-03-27,25.0,101.0,41.0,58.0,107.0,81.0,50.0
2020-03-26,24.0,87.0,36.0,50.0,80.0,68.0,50.0
2020-03-25,22.0,65.0,33.0,45.0,61.0,62.0,48.0
2020-03-24,20.0,56.0,32.0,41.0,53.0,58.0,36.0
2020-03-23,16.0,49.0,31.0,37.0,45.0,45.0,19.0
2020-03-22,15.0,38.0,28.0,32.0,36.0,36.0,16.0
2020-03-21,11.0,35.0,25.0,30.0,29.0,24.0,16.0
2020-03-20,11.0,28.0,22.0,26.0,25.0,17.0,9.0
2020-03-19,8.0,23.0,21.0,24.0,23.0,15.0,9.0
2020-03-18,4.0,17.0,21.0,23.0,22.0,15.0,7.0
2020-03-17,4.0,12.0,20.0,20.0,18.0,15.0,4.0
2020-03-16,3.0,11.0,15.0,17.0,13.0,13.0,2.0
2020-03-15,1.0,10.0,12.0,10.0,13.0,11.0,0.0
2020-03-14,1.0,10.0,11.0,8.0,9.0,11.0,0.0
2020-03-13,1.0,4.0,11.0,6.0,5.0,10.0,0.0
2020-03-12,1.0,2.0,5.0,1.0,4.0,9.0,0.0
2020-03-11,0.0,2.0,4.0,1.0,1.0,7.0,0.0
2020-03-10,0.0,2.0,1.0,1.0,1.0,3.0,0.0
2020-03-09,0.0,2.0,1.0,0.0,1.0,1.0,0.0
2020-03-08,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2020-03-07,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-06,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-05,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-04,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-03,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
